# x, y, theta, v_l, v_r
287.99, 2983.89, 0.449, 99.90, 99.90
288.89, 2984.32, 0.449, 99.90, 99.90
289.79, 2984.76, 0.449, 99.90, 99.90
290.69, 2985.19, 0.449, 99.90, 99.90
291.59, 2985.62, 0.449, 99.90, 99.90
292.49, 2986.06, 0.449, 99.90, 99.90
293.39, 2986.49, 0.449, 99.90, 99.90
294.29, 2986.92, 0.449, 99.90, 99.90
295.20, 2987.36, 0.449, 99.90, 99.90
296.10, 2987.79, 0.449, 99.90, 99.90
297.00, 2988.22, 0.449, 99.90, 99.90
297.90, 2988.66, 0.449, 99.90, 99.90
298.80, 2989.09, 0.449, 99.90, 99.90
299.70, 2989.52, 0.449, 99.90, 99.90
300.60, 2989.96, 0.449, 99.90, 99.90
301.50, 2990.39, 0.449, 99.90, 99.90
302.40, 2990.82, 0.449, 99.90, 99.90
303.30, 2991.26, 0.449, 99.90, 99.90
304.20, 2991.69, 0.449, 99.90, 99.90
305.10, 2992.12, 0.449, 99.90, 99.90
306.00, 2992.56, 0.449, 99.90, 99.90
306.90, 2992.99, 0.449, 99.90, 99.90
307.80, 2993.42, 0.449, 99.90, 99.90
308.70, 2993.86, 0.449, 99.90, 99.90
309.60, 2994.29, 0.449, 99.90, 99.90
310.50, 2994.72, 0.449, 99.90, 99.90
311.40, 2995.16, 0.449, 99.90, 99.90
312.30, 2995.59, 0.449, 99.90, 99.90
313.20, 2996.02, 0.449, 99.90, 99.90
314.10, 2996.46, 0.449, 99.90, 99.90
315.00, 2996.89, 0.449, 99.90, 99.90
315.90, 2997.32, 0.449, 99.90, 99.90
316.80, 2997.76, 0.449, 99.90, 99.90
317.70, 2998.19, 0.449, 99.90, 99.90
318.60, 2998.62, 0.449, 99.90, 99.90
319.50, 2999.06, 0.449, 99.90, 99.90
320.40, 2999.49, 0.449, 99.90, 99.90
321.30, 2999.92, 0.449, 99.90, 99.90
322.20, 3000.36, 0.449, 99.90, 99.90
323.10, 3000.79, 0.449, 99.90, 99.90
324.00, 3001.22, 0.449, 99.90, 99.90
324.90, 3001.66, 0.449, 99.90, 99.90
325.80, 3002.09, 0.449, 99.90, 99.90
326.70, 3002.52, 0.449, 99.90, 99.90
327.60, 3002.96, 0.449, 99.90, 99.90
328.50, 3003.39, 0.449, 99.90, 99.90
329.40, 3003.82, 0.449, 99.90, 99.90
329.96, 3004.57, 0.959, 48.88, 99.90
330.54, 3005.39, 0.959, 99.90, 99.90
331.11, 3006.21, 0.959, 99.90, 99.90
331.68, 3007.03, 0.959, 99.90, 99.90
332.26, 3007.84, 0.959, 99.90, 99.90
332.83, 3008.66, 0.959, 99.90, 99.90
333.41, 3009.48, 0.959, 99.90, 99.90
333.98, 3010.30, 0.959, 99.90, 99.90
334.55, 3011.11, 0.959, 99.90, 99.90
335.13, 3011.93, 0.959, 99.90, 99.90
335.70, 3012.75, 0.959, 99.90, 99.90
336.28, 3013.57, 0.959, 99.90, 99.90
336.85, 3014.39, 0.959, 99.90, 99.90
337.42, 3015.20, 0.959, 99.90, 99.90
338.00, 3016.02, 0.959, 99.90, 99.90
338.57, 3016.84, 0.959, 99.90, 99.90
339.14, 3017.66, 0.959, 99.90, 99.90
339.41, 3018.48, 1.459, 49.85, 99.90
339.52, 3019.47, 1.459, 99.90, 99.90
339.63, 3020.46, 1.459, 99.90, 99.90
339.74, 3021.45, 1.459, 99.90, 99.90
339.64, 3022.14, 1.960, 49.85, 99.90
339.26, 3023.06, 1.960, 99.90, 99.90
338.88, 3023.98, 1.970, 98.92, 99.90
338.43, 3024.35, 2.470, 49.85, 99.90
337.99, 3025.16, 1.960, 99.90, 48.88
337.61, 3026.08, 1.960, 99.90, 99.90
337.23, 3027.01, 1.960, 99.90, 99.90
336.85, 3027.93, 1.960, 99.90, 99.90
336.47, 3028.85, 1.960, 99.90, 99.90
336.09, 3029.78, 1.960, 99.90, 99.90
335.71, 3030.70, 1.960, 99.90, 99.90
335.33, 3031.63, 1.960, 99.90, 99.90
334.96, 3032.55, 1.960, 99.90, 99.90
334.58, 3033.48, 1.960, 99.90, 99.90
334.20, 3034.40, 1.960, 99.90, 99.90
333.82, 3035.32, 1.960, 99.90, 99.90
333.44, 3036.25, 1.960, 99.90, 99.90
333.06, 3037.17, 1.960, 99.90, 99.90
332.68, 3038.10, 1.960, 99.90, 99.90
332.30, 3039.02, 1.960, 99.90, 99.90
331.92, 3039.95, 1.960, 99.90, 99.90
331.55, 3040.87, 1.960, 99.90, 99.90
331.17, 3041.80, 1.960, 99.90, 99.90
330.79, 3042.72, 1.960, 99.90, 99.90
330.41, 3043.64, 1.960, 99.90, 99.90
330.04, 3044.57, 1.950, 99.90, 98.92
329.67, 3045.50, 1.950, 99.90, 99.90
329.30, 3046.43, 1.950, 99.90, 99.90
328.93, 3047.35, 1.940, 99.90, 98.92
328.58, 3048.29, 1.931, 99.90, 98.92
328.50, 3049.06, 1.420, 99.90, 48.88
328.65, 3050.04, 1.420, 99.90, 99.90
328.80, 3051.03, 1.420, 99.90, 99.90
328.95, 3052.02, 1.420, 99.90, 99.90
329.10, 3053.01, 1.420, 99.90, 99.90
329.25, 3053.99, 1.420, 99.90, 99.90
329.40, 3054.98, 1.420, 99.90, 99.90
329.55, 3055.97, 1.420, 99.90, 99.90
329.70, 3056.96, 1.420, 99.90, 99.90
329.85, 3057.95, 1.420, 99.90, 99.90
330.00, 3058.93, 1.420, 99.90, 99.90
330.15, 3059.92, 1.420, 99.90, 99.90
330.30, 3060.91, 1.420, 99.90, 99.90
330.45, 3061.90, 1.420, 99.90, 99.90
330.60, 3062.88, 1.420, 99.90, 99.90
330.75, 3063.87, 1.420, 99.90, 99.90
330.90, 3064.86, 1.420, 99.90, 99.90
331.05, 3065.85, 1.420, 99.90, 99.90
331.20, 3066.83, 1.420, 99.90, 99.90
331.35, 3067.82, 1.420, 99.90, 99.90
331.50, 3068.81, 1.420, 99.90, 99.90
331.65, 3069.80, 1.420, 99.90, 99.90
331.80, 3070.79, 1.420, 99.90, 99.90
331.95, 3071.77, 1.420, 99.90, 99.90
332.10, 3072.76, 1.420, 99.90, 99.90
332.25, 3073.75, 1.420, 99.90, 99.90
332.40, 3074.74, 1.420, 99.90, 99.90
332.55, 3075.72, 1.420, 99.90, 99.90
332.70, 3076.71, 1.420, 99.90, 99.90
332.85, 3077.70, 1.420, 99.90, 99.90
333.00, 3078.69, 1.420, 99.90, 99.90
333.15, 3079.68, 1.420, 99.90, 99.90
333.30, 3080.66, 1.420, 99.90, 99.90
333.45, 3081.65, 1.420, 99.90, 99.90
333.60, 3082.64, 1.420, 99.90, 99.90
333.75, 3083.63, 1.420, 99.90, 99.90
333.89, 3084.61, 1.420, 99.90, 99.90
334.04, 3085.60, 1.420, 99.90, 99.90
334.19, 3086.59, 1.420, 99.90, 99.90
334.34, 3087.58, 1.420, 99.90, 99.90
334.49, 3088.56, 1.420, 99.90, 99.90
334.64, 3089.55, 1.420, 99.90, 99.90
334.79, 3090.54, 1.420, 99.90, 99.90
334.94, 3091.53, 1.420, 99.90, 99.90
335.09, 3092.52, 1.420, 99.90, 99.90
335.24, 3093.50, 1.420, 99.90, 99.90
335.39, 3094.49, 1.420, 99.90, 99.90
335.54, 3095.48, 1.420, 99.90, 99.90
335.69, 3096.47, 1.420, 99.90, 99.90
335.84, 3097.45, 1.420, 99.90, 99.90
335.99, 3098.44, 1.420, 99.90, 99.90
336.14, 3099.43, 1.420, 99.90, 99.90
336.29, 3100.42, 1.420, 99.90, 99.90
336.44, 3101.41, 1.420, 99.90, 99.90
336.59, 3102.39, 1.420, 99.90, 99.90
336.74, 3103.38, 1.420, 99.90, 99.90
336.89, 3104.37, 1.420, 99.90, 99.90
337.04, 3105.36, 1.420, 99.90, 99.90
337.19, 3106.34, 1.420, 99.90, 99.90
337.34, 3107.33, 1.420, 99.90, 99.90
337.49, 3108.32, 1.420, 99.90, 99.90
337.64, 3109.31, 1.420, 99.90, 99.90
337.79, 3110.29, 1.420, 99.90, 99.90
337.94, 3111.28, 1.420, 99.90, 99.90
338.09, 3112.27, 1.420, 99.90, 99.90
338.24, 3113.26, 1.420, 99.90, 99.90
338.39, 3114.25, 1.420, 99.90, 99.90
338.54, 3115.23, 1.420, 99.90, 99.90
338.69, 3116.22, 1.420, 99.90, 99.90
338.84, 3117.21, 1.420, 99.90, 99.90
338.99, 3118.20, 1.420, 99.90, 99.90
339.14, 3119.18, 1.420, 99.90, 99.90
339.29, 3120.17, 1.420, 99.90, 99.90
339.44, 3121.16, 1.420, 99.90, 99.90
339.59, 3122.15, 1.420, 99.90, 99.90
339.74, 3123.14, 1.420, 99.90, 99.90
339.89, 3124.12, 1.420, 99.90, 99.90
340.04, 3125.11, 1.420, 99.90, 99.90
339.96, 3125.81, 1.921, 49.85, 99.90
339.62, 3126.75, 1.921, 99.90, 99.90
339.28, 3127.69, 1.921, 99.90, 99.90
338.94, 3128.63, 1.921, 99.90, 99.90
338.59, 3129.57, 1.921, 99.90, 99.90
338.25, 3130.50, 1.931, 98.92, 99.90
337.90, 3131.43, 1.931, 99.90, 99.90
337.55, 3132.37, 1.931, 99.90, 99.90
337.19, 3133.30, 1.931, 99.90, 99.90
336.84, 3134.24, 1.931, 99.90, 99.90
336.49, 3135.17, 1.931, 99.90, 99.90
336.14, 3136.11, 1.931, 99.90, 99.90
335.79, 3137.04, 1.931, 99.90, 99.90
335.44, 3137.98, 1.931, 99.90, 99.90
335.08, 3138.91, 1.931, 99.90, 99.90
334.73, 3139.85, 1.931, 99.90, 99.90
334.38, 3140.78, 1.931, 99.90, 99.90
334.03, 3141.72, 1.931, 99.90, 99.90
333.68, 3142.65, 1.931, 99.90, 99.90
333.33, 3143.59, 1.931, 99.90, 99.90
332.97, 3144.52, 1.931, 99.90, 99.90
332.62, 3145.46, 1.931, 99.90, 99.90
332.27, 3146.39, 1.931, 99.90, 99.90
331.92, 3147.33, 1.931, 99.90, 99.90
331.57, 3148.26, 1.931, 99.90, 99.90
331.22, 3149.20, 1.931, 99.90, 99.90
330.86, 3150.13, 1.931, 99.90, 99.90
330.51, 3151.07, 1.931, 99.90, 99.90
330.16, 3152.00, 1.931, 99.90, 99.90
330.08, 3152.77, 1.420, 99.90, 48.88
330.23, 3153.76, 1.420, 99.90, 99.90
330.38, 3154.75, 1.420, 99.90, 99.90
330.53, 3155.73, 1.420, 99.90, 99.90
330.68, 3156.72, 1.420, 99.90, 99.90
330.83, 3157.71, 1.420, 99.90, 99.90
330.98, 3158.70, 1.420, 99.90, 99.90
331.13, 3159.69, 1.420, 99.90, 99.90
331.28, 3160.67, 1.420, 99.90, 99.90
331.43, 3161.66, 1.420, 99.90, 99.90
331.58, 3162.65, 1.420, 99.90, 99.90
331.88, 3163.64, 1.420, 99.90, 99.90
331.88, 3164.62, 1.420, 99.90, 99.90
332.03, 3165.61, 1.420, 99.90, 99.90
332.18, 3166.60, 1.420, 99.90, 99.90
332.33, 3167.59, 1.420, 99.90, 99.90
332.48, 3168.57, 1.420, 99.90, 99.90
332.63, 3169.56, 1.420, 99.90, 99.90
332.78, 3170.55, 1.420, 99.90, 99.90
332.93, 3171.54, 1.420, 99.90, 99.90
333.08, 3172.53, 1.420, 99.90, 99.90
333.23, 3173.51, 1.420, 99.90, 99.90
333.38, 3174.50, 1.420, 99.90, 99.90
333.53, 3175.49, 1.420, 99.90, 99.90
333.68, 3176.48, 1.420, 99.90, 99.90
333.83, 3177.46, 1.420, 99.90, 99.90
333.98, 3178.45, 1.420, 99.90, 99.90
334.13, 3179.44, 1.420, 99.90, 99.90
334.28, 3180.43, 1.420, 99.90, 99.90
334.43, 3181.42, 1.420, 99.90, 99.90
334.58, 3182.40, 1.420, 99.90, 99.90
334.73, 3183.39, 1.420, 99.90, 99.90
334.88, 3184.38, 1.420, 99.90, 99.90
335.03, 3185.37, 1.420, 99.90, 99.90
335.18, 3186.35, 1.420, 99.90, 99.90
335.33, 3187.34, 1.420, 99.90, 99.90
335.48, 3188.33, 1.420, 99.90, 99.90
335.63, 3189.32, 1.420, 99.90, 99.90
335.78, 3190.30, 1.420, 99.90, 99.90
335.93, 3191.29, 1.420, 99.90, 99.90
336.08, 3192.28, 1.420, 99.90, 99.90
336.23, 3193.27, 1.420, 99.90, 99.90
336.38, 3194.26, 1.420, 99.90, 99.90
336.53, 3195.24, 1.420, 99.90, 99.90
336.68, 3196.23, 1.420, 99.90, 99.90
336.83, 3197.22, 1.420, 99.90, 99.90
336.98, 3198.21, 1.420, 99.90, 99.90
337.12, 3199.19, 1.420, 99.90, 99.90
337.27, 3200.18, 1.420, 99.90, 99.90
337.42, 3201.17, 1.420, 99.90, 99.90
337.57, 3202.16, 1.420, 99.90, 99.90
337.72, 3203.15, 1.420, 99.90, 99.90
337.87, 3204.13, 1.420, 99.90, 99.90
338.02, 3205.12, 1.420, 99.90, 99.90
338.17, 3206.11, 1.420, 99.90, 99.90
338.32, 3207.10, 1.420, 99.90, 99.90
338.47, 3208.08, 1.420, 99.90, 99.90
338.62, 3209.07, 1.420, 99.90, 99.90
338.77, 3210.06, 1.420, 99.90, 99.90
338.92, 3211.05, 1.420, 99.90, 99.90
339.07, 3212.03, 1.420, 99.90, 99.90
339.22, 3213.02, 1.420, 99.90, 99.90
339.37, 3214.01, 1.420, 99.90, 99.90
339.52, 3215.00, 1.420, 99.90, 99.90
339.67, 3215.99, 1.420, 99.90, 99.90
339.82, 3216.97, 1.420, 99.90, 99.90
339.97, 3217.96, 1.420, 99.90, 99.90
339.89, 3218.66, 1.931, 48.88, 99.90
339.54, 3219.59, 1.931, 99.90, 99.90
339.19, 3220.52, 1.940, 98.92, 99.90
338.76, 3220.90, 2.451, 48.88, 99.90
338.33, 3221.71, 1.940, 99.90, 48.88
337.97, 3222.64, 1.940, 99.90, 99.90
337.61, 3223.57, 1.940, 99.90, 99.90
337.25, 3224.50, 1.940, 99.90, 99.90
336.88, 3225.44, 1.940, 99.90, 99.90
336.52, 3226.37, 1.940, 99.90, 99.90
336.16, 3227.30, 1.940, 99.90, 99.90
335.80, 3228.23, 1.940, 99.90, 99.90
335.44, 3229.16, 1.940, 99.90, 99.90
335.08, 3230.09, 1.940, 99.90, 99.90
334.72, 3231.03, 1.940, 99.90, 99.90
334.36, 3231.96, 1.940, 99.90, 99.90
334.00, 3232.89, 1.940, 99.90, 99.90
333.64, 3233.82, 1.940, 99.90, 99.90
333.28, 3234.75, 1.940, 99.90, 99.90
332.92, 3235.68, 1.940, 99.90, 99.90
332.56, 3236.62, 1.940, 99.90, 99.90
332.19, 3237.55, 1.940, 99.90, 99.90
331.83, 3238.48, 1.940, 99.90, 99.90
331.47, 3239.41, 1.940, 99.90, 99.90
331.39, 3240.18, 1.430, 99.90, 48.88
331.53, 3241.17, 1.430, 99.90, 99.90
331.67, 3242.16, 1.430, 99.90, 99.90
331.81, 3243.15, 1.430, 99.90, 99.90
331.95, 3244.14, 1.430, 99.90, 99.90
332.09, 3245.13, 1.430, 99.90, 99.90
332.23, 3246.12, 1.430, 99.90, 99.90
332.37, 3247.11, 1.430, 99.90, 99.90
332.51, 3248.10, 1.430, 99.90, 99.90
332.65, 3249.08, 1.430, 99.90, 99.90
332.79, 3250.07, 1.430, 99.90, 99.90
332.93, 3251.06, 1.430, 99.90, 99.90
333.07, 3252.05, 1.430, 99.90, 99.90
333.21, 3253.04, 1.430, 99.90, 99.90
333.35, 3254.03, 1.430, 99.90, 99.90
333.49, 3255.02, 1.430, 99.90, 99.90
333.63, 3256.01, 1.430, 99.90, 99.90
333.77, 3257.00, 1.430, 99.90, 99.90
333.91, 3257.99, 1.430, 99.90, 99.90
334.05, 3258.98, 1.430, 99.90, 99.90
334.19, 3259.96, 1.430, 99.90, 99.90
334.33, 3260.95, 1.430, 99.90, 99.90
334.47, 3261.94, 1.430, 99.90, 99.90
334.61, 3262.93, 1.430, 99.90, 99.90
334.75, 3263.92, 1.430, 99.90, 99.90
334.89, 3264.91, 1.430, 99.90, 99.90
335.03, 3265.90, 1.430, 99.90, 99.90
335.17, 3266.89, 1.430, 99.90, 99.90
335.31, 3267.88, 1.430, 99.90, 99.90
335.45, 3268.87, 1.430, 99.90, 99.90
335.59, 3269.86, 1.430, 99.90, 99.90
335.73, 3270.85, 1.430, 99.90, 99.90
336.02, 3271.39, 0.930, 99.90, 49.85
336.61, 3272.20, 0.930, 99.90, 99.90
337.21, 3273.00, 0.930, 99.90, 99.90
337.49, 3273.82, 1.430, 49.85, 99.90
337.78, 3274.36, 0.920, 99.90, 48.88
338.38, 3275.15, 0.920, 99.90, 99.90
338.99, 3275.95, 0.920, 99.90, 99.90
339.59, 3276.73, 0.910, 99.90, 98.92
340.21, 3277.50, 0.900, 99.90, 98.92
340.80, 3277.66, 0.390, 99.90, 48.88
341.72, 3278.04, 0.390, 99.90, 99.90
342.64, 3278.42, 0.390, 99.90, 99.90
343.57, 3278.80, 0.390, 99.90, 99.90
344.49, 3279.18, 0.390, 99.90, 99.90
345.42, 3279.56, 0.390, 99.90, 99.90
346.01, 3280.29, 0.890, 49.85, 99.90
346.64, 3281.06, 0.890, 99.90, 99.90
347.27, 3281.84, 0.890, 99.90, 99.90
347.86, 3281.99, 0.380, 99.90, 48.88
348.79, 3282.36, 0.380, 99.90, 99.90
349.72, 3282.73, 0.380, 99.90, 99.90
350.64, 3283.10, 0.380, 99.90, 99.90
351.57, 3283.47, 0.380, 99.90, 99.90
352.50, 3283.84, 0.380, 99.90, 99.90
353.43, 3284.21, 0.380, 99.90, 99.90
354.35, 3284.58, 0.380, 99.90, 99.90
355.28, 3284.95, 0.380, 99.90, 99.90
356.21, 3285.32, 0.380, 99.90, 99.90
357.14, 3285.69, 0.380, 99.90, 99.90
358.06, 3286.06, 0.380, 99.90, 99.90
358.99, 3286.44, 0.380, 99.90, 99.90
359.92, 3286.81, 0.380, 99.90, 99.90
360.85, 3287.18, 0.380, 99.90, 99.90
361.78, 3287.55, 0.380, 99.90, 99.90
362.70, 3287.92, 0.380, 99.90, 99.90
363.63, 3288.29, 0.380, 99.90, 99.90
364.56, 3288.66, 0.380, 99.90, 99.90
365.49, 3289.03, 0.380, 99.90, 99.90
366.22, 3288.77, -0.130, 99.90, 48.88
367.21, 3288.64, -0.130, 99.90, 99.90
368.20, 3288.51, -0.130, 99.90, 99.90
369.19, 3288.38, -0.130, 99.90, 99.90
370.18, 3288.25, -0.130, 99.90, 99.90
371.17, 3288.12, -0.130, 99.90, 99.90
372.16, 3287.99, -0.130, 99.90, 99.90
373.15, 3287.86, -0.130, 99.90, 99.90
374.14, 3287.73, -0.130, 99.90, 99.90
375.13, 3287.60, -0.130, 99.90, 99.90
376.12, 3287.47, -0.130, 99.90, 99.90
377.11, 3287.34, -0.130, 99.90, 99.90
378.10, 3287.21, -0.130, 99.90, 99.90
379.09, 3287.08, -0.130, 99.90, 99.90
380.08, 3286.95, -0.130, 99.90, 99.90
381.08, 3286.82, -0.130, 99.90, 99.90
382.07, 3286.69, -0.130, 99.90, 99.90
383.06, 3286.56, -0.130, 99.90, 99.90
384.05, 3286.43, -0.130, 99.90, 99.90
385.04, 3286.30, -0.130, 99.90, 99.90
386.03, 3286.17, -0.130, 99.90, 99.90
387.02, 3286.04, -0.130, 99.90, 99.90
388.01, 3285.91, -0.130, 99.90, 99.90
389.00, 3285.79, -0.130, 99.90, 99.90
389.99, 3285.66, -0.130, 99.90, 99.90
390.98, 3285.53, -0.130, 99.90, 99.90
391.97, 3285.40, -0.130, 99.90, 99.90
392.96, 3285.27, -0.130, 99.90, 99.90
393.95, 3285.14, -0.130, 99.90, 99.90
394.94, 3285.01, -0.130, 99.90, 99.90
395.93, 3284.88, -0.130, 99.90, 99.90
396.92, 3284.75, -0.130, 99.90, 99.90
397.91, 3284.62, -0.130, 99.90, 99.90
398.91, 3284.49, -0.130, 99.90, 99.90
399.90, 3284.36, -0.130, 99.90, 99.90
400.89, 3284.23, -0.130, 99.90, 99.90
401.88, 3284.10, -0.130, 99.90, 99.90
402.87, 3283.97, -0.130, 99.90, 99.90
403.86, 3283.84, -0.130, 99.90, 99.90
404.85, 3283.71, -0.130, 99.90, 99.90
405.84, 3283.58, -0.130, 99.90, 99.90
406.83, 3283.45, -0.130, 99.90, 99.90
407.82, 3283.32, -0.130, 99.90, 99.90
408.81, 3283.19, -0.130, 99.90, 99.90
409.80, 3283.06, -0.130, 99.90, 99.90
410.79, 3282.93, -0.130, 99.90, 99.90
411.78, 3282.80, -0.130, 99.90, 99.90
412.77, 3282.67, -0.130, 99.90, 99.90
413.76, 3282.55, -0.130, 99.90, 99.90
414.75, 3282.42, -0.130, 99.90, 99.90
415.75, 3282.29, -0.130, 99.90, 99.90
416.74, 3282.16, -0.130, 99.90, 99.90
417.73, 3282.03, -0.130, 99.90, 99.90
418.72, 3281.90, -0.130, 99.90, 99.90
419.71, 3281.77, -0.130, 99.90, 99.90
420.70, 3281.64, -0.130, 99.90, 99.90
421.69, 3281.51, -0.130, 99.90, 99.90
422.68, 3281.38, -0.130, 99.90, 99.90
423.67, 3281.25, -0.130, 99.90, 99.90
424.66, 3281.12, -0.130, 99.90, 99.90
425.65, 3280.99, -0.130, 99.90, 99.90
426.64, 3280.86, -0.130, 99.90, 99.90
427.63, 3280.73, -0.130, 99.90, 99.90
428.62, 3280.60, -0.130, 99.90, 99.90
429.61, 3280.47, -0.130, 99.90, 99.90
430.60, 3280.34, -0.130, 99.90, 99.90
431.59, 3280.21, -0.130, 99.90, 99.90
432.32, 3280.66, 0.380, 48.88, 99.90
433.25, 3281.03, 0.380, 99.90, 99.90
434.18, 3281.40, 0.380, 99.90, 99.90
435.10, 3281.78, 0.390, 98.92, 99.90
436.03, 3282.16, 0.390, 99.90, 99.90
436.95, 3282.54, 0.390, 99.90, 99.90
437.87, 3282.92, 0.390, 99.90, 99.90
438.80, 3283.30, 0.390, 99.90, 99.90
439.72, 3283.68, 0.390, 99.90, 99.90
440.65, 3284.06, 0.390, 99.90, 99.90
441.57, 3284.44, 0.390, 99.90, 99.90
442.49, 3284.82, 0.390, 99.90, 99.90
443.42, 3285.20, 0.390, 99.90, 99.90
444.34, 3285.58, 0.390, 99.90, 99.90
445.27, 3285.96, 0.390, 99.90, 99.90
446.19, 3286.34, 0.390, 99.90, 99.90
447.11, 3286.72, 0.390, 99.90, 99.90
448.04, 3287.10, 0.390, 99.90, 99.90
448.96, 3287.48, 0.390, 99.90, 99.90
449.89, 3287.86, 0.390, 99.90, 99.90
450.81, 3288.24, 0.390, 99.90, 99.90
451.73, 3288.62, 0.390, 99.90, 99.90
452.47, 3288.37, -0.111, 99.90, 49.85
453.46, 3288.26, -0.111, 99.90, 99.90
454.45, 3288.15, -0.111, 99.90, 99.90
455.45, 3288.04, -0.111, 99.90, 99.90
456.44, 3287.93, -0.111, 99.90, 99.90
457.43, 3287.82, -0.111, 99.90, 99.90
458.43, 3287.71, -0.111, 99.90, 99.90
459.42, 3287.60, -0.111, 99.90, 99.90
460.41, 3287.49, -0.111, 99.90, 99.90
461.40, 3287.38, -0.111, 99.90, 99.90
462.40, 3287.27, -0.111, 99.90, 99.90
463.39, 3287.16, -0.111, 99.90, 99.90
464.38, 3287.05, -0.111, 99.90, 99.90
465.38, 3286.94, -0.111, 99.90, 99.90
466.37, 3286.83, -0.111, 99.90, 99.90
467.36, 3286.72, -0.111, 99.90, 99.90
468.35, 3286.61, -0.111, 99.90, 99.90
469.35, 3286.50, -0.111, 99.90, 99.90
470.34, 3286.39, -0.111, 99.90, 99.90
471.33, 3286.28, -0.111, 99.90, 99.90
472.33, 3286.17, -0.111, 99.90, 99.90
473.32, 3286.06, -0.111, 99.90, 99.90
474.31, 3285.95, -0.111, 99.90, 99.90
475.31, 3285.84, -0.111, 99.90, 99.90
476.30, 3285.73, -0.111, 99.90, 99.90
477.29, 3285.62, -0.111, 99.90, 99.90
478.28, 3285.51, -0.111, 99.90, 99.90
479.28, 3285.40, -0.111, 99.90, 99.90
480.27, 3285.29, -0.111, 99.90, 99.90
481.26, 3285.18, -0.111, 99.90, 99.90
482.26, 3285.07, -0.111, 99.90, 99.90
483.25, 3284.96, -0.111, 99.90, 99.90
484.24, 3284.85, -0.111, 99.90, 99.90
485.23, 3284.74, -0.111, 99.90, 99.90
486.23, 3284.63, -0.111, 99.90, 99.90
487.22, 3284.51, -0.111, 99.90, 99.90
488.21, 3284.40, -0.111, 99.90, 99.90
489.21, 3284.29, -0.111, 99.90, 99.90
490.20, 3284.18, -0.111, 99.90, 99.90
491.19, 3284.07, -0.111, 99.90, 99.90
492.18, 3283.96, -0.111, 99.90, 99.90
493.18, 3283.85, -0.111, 99.90, 99.90
494.17, 3283.74, -0.111, 99.90, 99.90
495.16, 3283.63, -0.111, 99.90, 99.90
496.16, 3283.52, -0.111, 99.90, 99.90
497.15, 3283.41, -0.111, 99.90, 99.90
498.14, 3283.30, -0.111, 99.90, 99.90
499.14, 3283.19, -0.111, 99.90, 99.90
500.13, 3283.08, -0.111, 99.90, 99.90
501.12, 3282.97, -0.111, 99.90, 99.90
502.11, 3282.86, -0.111, 99.90, 99.90
503.11, 3282.75, -0.111, 99.90, 99.90
504.10, 3282.64, -0.111, 99.90, 99.90
505.09, 3282.53, -0.111, 99.90, 99.90
506.09, 3282.42, -0.111, 99.90, 99.90
507.08, 3282.31, -0.111, 99.90, 99.90
508.07, 3282.20, -0.111, 99.90, 99.90
509.06, 3282.09, -0.111, 99.90, 99.90
510.06, 3281.98, -0.111, 99.90, 99.90
511.05, 3281.87, -0.111, 99.90, 99.90
512.04, 3281.76, -0.111, 99.90, 99.90
513.04, 3281.65, -0.111, 99.90, 99.90
514.03, 3281.54, -0.111, 99.90, 99.90
515.02, 3281.43, -0.111, 99.90, 99.90
516.01, 3281.32, -0.111, 99.90, 99.90
517.01, 3281.21, -0.111, 99.90, 99.90
518.00, 3281.10, -0.111, 99.90, 99.90
518.99, 3280.99, -0.111, 99.90, 99.90
519.99, 3280.88, -0.111, 99.90, 99.90
520.98, 3280.77, -0.111, 99.90, 99.90
521.97, 3280.66, -0.111, 99.90, 99.90
522.97, 3280.55, -0.111, 99.90, 99.90
523.96, 3280.44, -0.111, 99.90, 99.90
524.95, 3280.33, -0.111, 99.90, 99.90
525.94, 3280.22, -0.111, 99.90, 99.90
526.93, 3280.12, -0.101, 98.92, 99.90
527.66, 3280.59, 0.410, 48.88, 99.90
528.58, 3280.99, 0.410, 99.90, 99.90
529.49, 3281.39, 0.410, 99.90, 99.90
530.41, 3281.78, 0.410, 99.90, 99.90
531.33, 3282.18, 0.410, 99.90, 99.90
532.24, 3282.58, 0.410, 99.90, 99.90
533.16, 3282.98, 0.410, 99.90, 99.90
534.07, 3283.37, 0.410, 99.90, 99.90
534.99, 3283.77, 0.410, 99.90, 99.90
535.91, 3284.17, 0.410, 99.90, 99.90
536.82, 3284.57, 0.410, 99.90, 99.90
537.74, 3284.97, 0.410, 99.90, 99.90
538.66, 3285.36, 0.410, 99.90, 99.90
539.57, 3285.76, 0.410, 99.90, 99.90
540.49, 3286.16, 0.410, 99.90, 99.90
541.41, 3286.56, 0.410, 99.90, 99.90
542.32, 3286.95, 0.410, 99.90, 99.90
543.24, 3287.35, 0.410, 99.90, 99.90
544.16, 3287.75, 0.410, 99.90, 99.90
545.07, 3288.15, 0.410, 99.90, 99.90
545.99, 3288.55, 0.410, 99.90, 99.90
546.90, 3288.94, 0.410, 99.90, 99.90
547.63, 3288.70, -0.101, 99.90, 48.88
548.63, 3288.60, -0.101, 99.90, 99.90
549.62, 3288.50, -0.101, 99.90, 99.90
550.61, 3288.40, -0.101, 99.90, 99.90
551.61, 3288.30, -0.101, 99.90, 99.90
552.60, 3288.20, -0.101, 99.90, 99.90
