# x, y, theta, v_l, v_r
979.84, 4077.32, 0.243, 99.90, 99.90
980.81, 4077.56, 0.243, 99.90, 99.90
981.78, 4077.80, 0.243, 99.90, 99.90
982.74, 4078.04, 0.243, 99.90, 99.90
983.71, 4078.28, 0.243, 99.90, 99.90
984.68, 4078.53, 0.243, 99.90, 99.90
985.65, 4078.77, 0.243, 99.90, 99.90
986.62, 4079.01, 0.243, 99.90, 99.90
987.59, 4079.25, 0.243, 99.90, 99.90
988.56, 4079.49, 0.243, 99.90, 99.90
989.53, 4079.73, 0.243, 99.90, 99.90
990.50, 4079.97, 0.243, 99.90, 99.90
991.47, 4080.21, 0.243, 99.90, 99.90
992.44, 4080.45, 0.243, 99.90, 99.90
993.41, 4080.69, 0.243, 99.90, 99.90
994.38, 4080.93, 0.243, 99.90, 99.90
995.35, 4081.17, 0.243, 99.90, 99.90
996.32, 4081.41, 0.243, 99.90, 99.90
997.29, 4081.65, 0.243, 99.90, 99.90
998.26, 4081.90, 0.243, 99.90, 99.90
999.23, 4082.14, 0.243, 99.90, 99.90
1000.20, 4082.38, 0.243, 99.90, 99.90
1001.17, 4082.62, 0.243, 99.90, 99.90
1002.14, 4082.86, 0.243, 99.90, 99.90
1003.11, 4083.10, 0.243, 99.90, 99.90
1004.08, 4083.34, 0.243, 99.90, 99.90
1005.05, 4083.58, 0.243, 99.90, 99.90
1006.01, 4083.82, 0.243, 99.90, 99.90
1006.98, 4084.06, 0.243, 99.90, 99.90
1007.95, 4084.30, 0.243, 99.90, 99.90
1008.92, 4084.54, 0.243, 99.90, 99.90
1009.89, 4084.78, 0.243, 99.90, 99.90
1010.86, 4085.02, 0.243, 99.90, 99.90
1011.83, 4085.26, 0.243, 99.90, 99.90
1012.80, 4085.51, 0.243, 99.90, 99.90
1013.77, 4085.75, 0.243, 99.90, 99.90
1014.74, 4085.99, 0.243, 99.90, 99.90
1015.71, 4086.23, 0.243, 99.90, 99.90
1016.68, 4086.47, 0.243, 99.90, 99.90
1017.65, 4086.71, 0.243, 99.90, 99.90
1018.62, 4086.95, 0.243, 99.90, 99.90
1019.59, 4087.19, 0.243, 99.90, 99.90
1020.56, 4087.43, 0.243, 99.90, 99.90
1021.53, 4087.67, 0.243, 99.90, 99.90
1022.50, 4087.91, 0.243, 99.90, 99.90
1023.23, 4087.54, -0.267, 99.90, 48.88
1024.20, 4087.28, -0.267, 99.90, 99.90
1025.16, 4087.02, -0.267, 99.90, 99.90
1026.12, 4086.75, -0.267, 99.90, 99.90
1027.09, 4086.49, -0.267, 99.90, 99.90
1028.05, 4086.23, -0.267, 99.90, 99.90
1029.02, 4085.96, -0.267, 99.90, 99.90
1029.98, 4085.70, -0.267, 99.90, 99.90
1030.94, 4085.44, -0.267, 99.90, 99.90
1031.91, 4085.17, -0.267, 99.90, 99.90
1032.87, 4084.91, -0.267, 99.90, 99.90
1033.83, 4084.65, -0.267, 99.90, 99.90
1034.80, 4084.38, -0.267, 99.90, 99.90
1035.76, 4084.12, -0.267, 99.90, 99.90
1036.72, 4083.86, -0.267, 99.90, 99.90
1037.69, 4083.59, -0.267, 99.90, 99.90
1038.65, 4083.33, -0.267, 99.90, 99.90
1039.62, 4083.06, -0.267, 99.90, 99.90
1040.58, 4082.80, -0.267, 99.90, 99.90
1041.54, 4082.54, -0.267, 99.90, 99.90
1042.51, 4082.27, -0.267, 99.90, 99.90
1043.47, 4082.01, -0.267, 99.90, 99.90
1044.43, 4081.75, -0.267, 99.90, 99.90
1045.40, 4081.48, -0.267, 99.90, 99.90
1046.36, 4081.22, -0.267, 99.90, 99.90
1047.32, 4080.96, -0.267, 99.90, 99.90
1048.29, 4080.69, -0.267, 99.90, 99.90
1049.25, 4080.43, -0.267, 99.90, 99.90
1050.22, 4080.17, -0.267, 99.90, 99.90
1051.18, 4079.90, -0.267, 99.90, 99.90
1052.14, 4079.64, -0.267, 99.90, 99.90
1053.11, 4079.38, -0.267, 99.90, 99.90
1054.07, 4079.11, -0.267, 99.90, 99.90
1055.03, 4078.85, -0.267, 99.90, 99.90
1056.00, 4078.58, -0.267, 99.90, 99.90
1056.96, 4078.32, -0.267, 99.90, 99.90
1057.92, 4078.06, -0.267, 99.90, 99.90
1058.89, 4077.79, -0.267, 99.90, 99.90
1059.85, 4077.53, -0.267, 99.90, 99.90
1060.82, 4077.27, -0.267, 99.90, 99.90
1061.78, 4077.00, -0.267, 99.90, 99.90
1062.74, 4076.74, -0.267, 99.90, 99.90
1063.71, 4076.48, -0.267, 99.90, 99.90
1064.67, 4076.21, -0.267, 99.90, 99.90
1065.63, 4075.95, -0.267, 99.90, 99.90
1066.60, 4075.69, -0.267, 99.90, 99.90
1067.56, 4075.42, -0.267, 99.90, 99.90
1068.52, 4075.16, -0.267, 99.90, 99.90
1069.49, 4074.90, -0.267, 99.90, 99.90
1070.45, 4074.63, -0.267, 99.90, 99.90
1071.42, 4074.37, -0.267, 99.90, 99.90
1072.38, 4074.11, -0.267, 99.90, 99.90
1073.34, 4073.84, -0.267, 99.90, 99.90
1074.30, 4073.59, -0.257, 98.92, 99.90
1075.27, 4073.34, -0.257, 99.90, 99.90
1076.24, 4073.09, -0.257, 99.90, 99.90
1077.20, 4072.83, -0.257, 99.90, 99.90
1078.17, 4072.58, -0.257, 99.90, 99.90
1079.13, 4072.32, -0.257, 99.90, 99.90
1080.10, 4072.07, -0.257, 99.90, 99.90
1081.07, 4071.81, -0.257, 99.90, 99.90
1081.81, 4072.17, 0.243, 49.85, 99.90
1082.78, 4072.41, 0.243, 99.90, 99.90
1083.42, 4073.07, 0.754, 48.88, 99.90
1084.15, 4073.76, 0.754, 99.90, 99.90
1084.88, 4074.44, 0.754, 99.90, 99.90
1085.53, 4074.49, 0.253, 99.90, 49.85
1086.50, 4074.74, 0.253, 99.90, 99.90
1087.46, 4074.99, 0.253, 99.90, 99.90
1088.43, 4075.24, 0.253, 99.90, 99.90
1089.08, 4075.91, 0.754, 49.85, 99.90
1089.73, 4075.94, 0.243, 99.90, 48.88
1090.70, 4076.18, 0.243, 99.90, 99.90
1091.67, 4076.42, 0.243, 99.90, 99.90
1092.64, 4076.66, 0.243, 99.90, 99.90
1093.60, 4076.90, 0.243, 99.90, 99.90
1094.57, 4077.15, 0.243, 99.90, 99.90
1095.54, 4077.39, 0.243, 99.90, 99.90
1096.51, 4077.63, 0.243, 99.90, 99.90
1097.48, 4077.87, 0.243, 99.90, 99.90
1098.45, 4078.11, 0.243, 99.90, 99.90
1099.42, 4078.35, 0.243, 99.90, 99.90
1100.39, 4078.59, 0.243, 99.90, 99.90
1101.36, 4078.83, 0.243, 99.90, 99.90
1102.33, 4079.07, 0.243, 99.90, 99.90
1103.30, 4079.31, 0.243, 99.90, 99.90
1104.27, 4079.55, 0.243, 99.90, 99.90
1105.24, 4079.79, 0.243, 99.90, 99.90
1106.21, 4080.03, 0.243, 99.90, 99.90
1107.18, 4080.27, 0.243, 99.90, 99.90
1108.15, 4080.52, 0.243, 99.90, 99.90
1109.12, 4080.76, 0.243, 99.90, 99.90
1110.09, 4081.00, 0.243, 99.90, 99.90
1111.06, 4081.24, 0.243, 99.90, 99.90
1112.03, 4081.48, 0.243, 99.90, 99.90
1113.00, 4081.72, 0.243, 99.90, 99.90
1113.97, 4081.96, 0.243, 99.90, 99.90
1114.94, 4082.20, 0.243, 99.90, 99.90
1115.91, 4082.44, 0.243, 99.90, 99.90
1116.88, 4082.68, 0.243, 99.90, 99.90
1117.84, 4082.92, 0.243, 99.90, 99.90
1118.81, 4083.16, 0.243, 99.90, 99.90
1119.78, 4083.40, 0.243, 99.90, 99.90
1120.75, 4083.64, 0.243, 99.90, 99.90
1121.72, 4083.89, 0.243, 99.90, 99.90
1122.69, 4084.13, 0.243, 99.90, 99.90
1123.66, 4084.37, 0.243, 99.90, 99.90
1124.63, 4084.61, 0.243, 99.90, 99.90
1125.60, 4084.85, 0.243, 99.90, 99.90
1126.57, 4085.09, 0.243, 99.90, 99.90
1127.54, 4085.33, 0.243, 99.90, 99.90
1128.51, 4085.57, 0.243, 99.90, 99.90
1129.48, 4085.81, 0.243, 99.90, 99.90
1130.45, 4086.05, 0.243, 99.90, 99.90
1131.42, 4086.29, 0.243, 99.90, 99.90
1132.39, 4086.53, 0.243, 99.90, 99.90
1133.36, 4086.77, 0.243, 99.90, 99.90
1134.33, 4087.01, 0.243, 99.90, 99.90
1135.30, 4087.25, 0.243, 99.90, 99.90
1136.27, 4087.50, 0.243, 99.90, 99.90
1137.24, 4087.74, 0.243, 99.90, 99.90
1138.20, 4087.96, 0.234, 99.90, 98.92
1138.94, 4087.59, -0.277, 99.90, 48.88
1139.90, 4087.31, -0.277, 99.90, 99.90
1140.86, 4087.04, -0.277, 99.90, 99.90
1141.82, 4086.77, -0.277, 99.90, 99.90
1142.78, 4086.49, -0.277, 99.90, 99.90
1143.74, 4086.22, -0.277, 99.90, 99.90
1144.70, 4085.95, -0.277, 99.90, 99.90
1145.67, 4085.68, -0.277, 99.90, 99.90
1146.63, 4085.40, -0.277, 99.90, 99.90
1147.59, 4085.13, -0.277, 99.90, 99.90
1148.55, 4084.86, -0.277, 99.90, 99.90
1149.51, 4084.58, -0.277, 99.90, 99.90
1150.47, 4084.31, -0.277, 99.90, 99.90
1151.43, 4084.04, -0.277, 99.90, 99.90
1152.39, 4083.77, -0.277, 99.90, 99.90
1153.35, 4083.49, -0.277, 99.90, 99.90
1154.31, 4083.22, -0.277, 99.90, 99.90
1155.28, 4082.95, -0.277, 99.90, 99.90
1156.24, 4082.67, -0.277, 99.90, 99.90
1157.20, 4082.40, -0.277, 99.90, 99.90
1158.16, 4082.13, -0.277, 99.90, 99.90
1159.12, 4081.86, -0.277, 99.90, 99.90
1160.08, 4081.58, -0.277, 99.90, 99.90
1161.04, 4081.31, -0.277, 99.90, 99.90
1162.00, 4081.04, -0.277, 99.90, 99.90
1162.96, 4080.76, -0.277, 99.90, 99.90
1163.92, 4080.49, -0.277, 99.90, 99.90
1164.89, 4080.22, -0.277, 99.90, 99.90
1165.85, 4079.94, -0.277, 99.90, 99.90
1166.81, 4079.67, -0.277, 99.90, 99.90
1167.77, 4079.40, -0.277, 99.90, 99.90
1168.73, 4079.13, -0.277, 99.90, 99.90
1169.69, 4078.85, -0.277, 99.90, 99.90
1170.65, 4078.58, -0.277, 99.90, 99.90
1171.61, 4078.31, -0.277, 99.90, 99.90
1172.57, 4078.03, -0.277, 99.90, 99.90
1173.53, 4077.76, -0.277, 99.90, 99.90
1174.50, 4077.49, -0.277, 99.90, 99.90
1175.46, 4077.22, -0.277, 99.90, 99.90
1176.42, 4076.94, -0.277, 99.90, 99.90
1177.38, 4076.67, -0.277, 99.90, 99.90
1178.34, 4076.40, -0.277, 99.90, 99.90
1179.30, 4076.12, -0.277, 99.90, 99.90
1180.26, 4075.85, -0.277, 99.90, 99.90
1181.22, 4075.58, -0.277, 99.90, 99.90
1182.18, 4075.30, -0.277, 99.90, 99.90
1183.15, 4075.03, -0.277, 99.90, 99.90
1183.89, 4075.37, 0.224, 49.85, 99.90
1184.86, 4075.59, 0.224, 99.90, 99.90
1185.83, 4075.81, 0.224, 99.90, 99.90
1186.81, 4076.03, 0.224, 99.90, 99.90
1187.78, 4076.25, 0.224, 99.90, 99.90
1188.76, 4076.48, 0.224, 99.90, 99.90
1189.73, 4076.70, 0.224, 99.90, 99.90
1190.70, 4076.92, 0.224, 99.90, 99.90
1191.68, 4077.14, 0.224, 99.90, 99.90
1192.65, 4077.36, 0.224, 99.90, 99.90
1193.63, 4077.58, 0.224, 99.90, 99.90
1194.60, 4077.81, 0.224, 99.90, 99.90
1195.58, 4078.03, 0.224, 99.90, 99.90
1196.55, 4078.25, 0.224, 99.90, 99.90
1197.52, 4078.47, 0.224, 99.90, 99.90
1198.50, 4078.69, 0.224, 99.90, 99.90
1199.47, 4078.91, 0.224, 99.90, 99.90
1200.45, 4079.14, 0.224, 99.90, 99.90
1201.42, 4079.36, 0.224, 99.90, 99.90
1202.39, 4079.58, 0.224, 99.90, 99.90
1203.37, 4079.80, 0.224, 99.90, 99.90
1204.34, 4080.02, 0.224, 99.90, 99.90
1205.32, 4080.25, 0.224, 99.90, 99.90
1206.29, 4080.47, 0.224, 99.90, 99.90
1207.26, 4080.69, 0.224, 99.90, 99.90
1208.24, 4080.91, 0.224, 99.90, 99.90
1209.21, 4081.13, 0.224, 99.90, 99.90
1210.19, 4081.35, 0.224, 99.90, 99.90
1211.16, 4081.58, 0.224, 99.90, 99.90
1212.14, 4081.80, 0.224, 99.90, 99.90
1213.11, 4082.02, 0.224, 99.90, 99.90
1214.08, 4082.24, 0.224, 99.90, 99.90
1215.06, 4082.46, 0.224, 99.90, 99.90
1216.03, 4082.68, 0.224, 99.90, 99.90
1217.01, 4082.91, 0.224, 99.90, 99.90
1217.98, 4083.13, 0.224, 99.90, 99.90
1218.95, 4083.35, 0.224, 99.90, 99.90
1219.93, 4083.57, 0.224, 99.90, 99.90
1220.90, 4083.79, 0.224, 99.90, 99.90
1221.88, 4084.01, 0.224, 99.90, 99.90
1222.85, 4084.24, 0.224, 99.90, 99.90
1223.82, 4084.46, 0.224, 99.90, 99.90
1224.80, 4084.68, 0.224, 99.90, 99.90
1225.77, 4084.90, 0.224, 99.90, 99.90
1226.75, 4085.12, 0.224, 99.90, 99.90
1227.72, 4085.34, 0.224, 99.90, 99.90
1228.70, 4085.57, 0.224, 99.90, 99.90
1229.67, 4085.79, 0.224, 99.90, 99.90
1230.64, 4086.01, 0.224, 99.90, 99.90
1231.62, 4086.23, 0.224, 99.90, 99.90
1232.59, 4086.45, 0.224, 99.90, 99.90
1233.57, 4086.67, 0.224, 99.90, 99.90
1234.54, 4086.90, 0.224, 99.90, 99.90
1235.51, 4087.12, 0.224, 99.90, 99.90
1236.49, 4087.34, 0.224, 99.90, 99.90
1237.46, 4087.56, 0.224, 99.90, 99.90
1238.44, 4087.78, 0.224, 99.90, 99.90
1239.41, 4088.00, 0.224, 99.90, 99.90
1240.38, 4088.23, 0.224, 99.90, 99.90
1241.36, 4088.45, 0.224, 99.90, 99.90
1242.33, 4088.67, 0.224, 99.90, 99.90
1243.07, 4088.29, -0.286, 99.90, 48.88
1244.03, 4088.01, -0.286, 99.90, 99.90
1244.98, 4087.72, -0.286, 99.90, 99.90
1245.94, 4087.44, -0.286, 99.90, 99.90
1246.90, 4087.16, -0.286, 99.90, 99.90
1247.86, 4086.88, -0.286, 99.90, 99.90
1248.82, 4086.59, -0.286, 99.90, 99.90
1249.78, 4086.31, -0.286, 99.90, 99.90
1250.73, 4086.03, -0.286, 99.90, 99.90
1251.69, 4085.75, -0.286, 99.90, 99.90
1252.65, 4085.46, -0.286, 99.90, 99.90
1253.61, 4085.18, -0.286, 99.90, 99.90
1254.57, 4084.90, -0.286, 99.90, 99.90
1255.53, 4084.62, -0.286, 99.90, 99.90
1256.48, 4084.34, -0.286, 99.90, 99.90
1257.44, 4084.05, -0.286, 99.90, 99.90
1258.40, 4083.77, -0.286, 99.90, 99.90
1259.36, 4083.49, -0.286, 99.90, 99.90
1260.32, 4083.21, -0.286, 99.90, 99.90
1261.28, 4082.92, -0.286, 99.90, 99.90
1262.23, 4082.64, -0.286, 99.90, 99.90
1263.19, 4082.36, -0.286, 99.90, 99.90
1264.15, 4082.08, -0.286, 99.90, 99.90
1265.11, 4081.79, -0.286, 99.90, 99.90
1266.07, 4081.51, -0.286, 99.90, 99.90
1267.03, 4081.23, -0.286, 99.90, 99.90
1267.98, 4080.95, -0.286, 99.90, 99.90
1268.94, 4080.67, -0.286, 99.90, 99.90
1269.90, 4080.38, -0.286, 99.90, 99.90
1270.86, 4080.10, -0.286, 99.90, 99.90
1271.82, 4079.82, -0.286, 99.90, 99.90
1272.78, 4079.54, -0.286, 99.90, 99.90
1273.73, 4079.25, -0.286, 99.90, 99.90
1274.69, 4078.97, -0.286, 99.90, 99.90
1275.65, 4078.69, -0.286, 99.90, 99.90
1276.61, 4078.41, -0.286, 99.90, 99.90
1277.57, 4078.12, -0.286, 99.90, 99.90
1278.53, 4077.84, -0.286, 99.90, 99.90
1279.48, 4077.56, -0.286, 99.90, 99.90
1280.44, 4077.28, -0.286, 99.90, 99.90
1281.40, 4077.00, -0.286, 99.90, 99.90
1282.36, 4076.71, -0.286, 99.90, 99.90
1283.32, 4076.43, -0.286, 99.90, 99.90
1284.28, 4076.15, -0.286, 99.90, 99.90
1285.23, 4075.87, -0.286, 99.90, 99.90
1286.19, 4075.58, -0.286, 99.90, 99.90
1287.15, 4075.30, -0.286, 99.90, 99.90
1288.11, 4075.02, -0.286, 99.90, 99.90
1289.07, 4074.74, -0.286, 99.90, 99.90
1290.03, 4074.45, -0.286, 99.90, 99.90
1290.98, 4074.17, -0.286, 99.90, 99.90
1291.94, 4073.89, -0.286, 99.90, 99.90
1292.90, 4073.62, -0.277, 98.92, 99.90
1293.86, 4073.35, -0.277, 99.90, 99.90
1294.82, 4073.09, -0.267, 98.92, 99.90
1295.78, 4072.83, -0.267, 99.90, 99.90
1296.74, 4072.57, -0.267, 99.90, 99.90
1297.48, 4072.91, 0.234, 49.85, 99.90
1298.46, 4073.14, 0.234, 99.90, 99.90
1299.11, 4073.80, 0.744, 48.88, 99.90
1299.84, 4074.48, 0.744, 99.90, 99.90
1300.58, 4075.16, 0.744, 99.90, 99.90
1301.31, 4075.83, 0.744, 99.90, 99.90
1301.96, 4075.86, 0.234, 99.90, 48.88
1302.93, 4076.09, 0.234, 99.90, 99.90
1303.90, 4076.32, 0.234, 99.90, 99.90
1304.88, 4076.55, 0.234, 99.90, 99.90
1305.85, 4076.78, 0.234, 99.90, 99.90
1306.82, 4077.02, 0.234, 99.90, 99.90
1307.79, 4077.25, 0.234, 99.90, 99.90
1308.76, 4077.48, 0.234, 99.90, 99.90
1309.74, 4077.71, 0.234, 99.90, 99.90
1310.71, 4077.94, 0.234, 99.90, 99.90
1311.68, 4078.17, 0.234, 99.90, 99.90
1312.65, 4078.40, 0.234, 99.90, 99.90
1313.62, 4078.63, 0.234, 99.90, 99.90
1314.59, 4078.87, 0.234, 99.90, 99.90
1315.57, 4079.10, 0.234, 99.90, 99.90
1316.54, 4079.33, 0.234, 99.90, 99.90
1317.51, 4079.56, 0.234, 99.90, 99.90
1318.48, 4079.79, 0.234, 99.90, 99.90
1319.45, 4080.02, 0.234, 99.90, 99.90
1320.43, 4080.25, 0.234, 99.90, 99.90
1321.40, 4080.48, 0.234, 99.90, 99.90
1322.37, 4080.72, 0.234, 99.90, 99.90
1323.34, 4080.95, 0.234, 99.90, 99.90
1324.31, 4081.18, 0.234, 99.90, 99.90
1325.29, 4081.41, 0.234, 99.90, 99.90
1326.26, 4081.64, 0.234, 99.90, 99.90
1327.23, 4081.87, 0.234, 99.90, 99.90
1328.20, 4082.10, 0.234, 99.90, 99.90
1329.17, 4082.33, 0.234, 99.90, 99.90
1330.15, 4082.56, 0.234, 99.90, 99.90
1331.12, 4082.80, 0.234, 99.90, 99.90
1332.09, 4083.03, 0.234, 99.90, 99.90
1333.06, 4083.26, 0.234, 99.90, 99.90
1334.03, 4083.49, 0.234, 99.90, 99.90
1335.00, 4083.72, 0.234, 99.90, 99.90
1335.98, 4083.95, 0.234, 99.90, 99.90
1336.95, 4084.18, 0.234, 99.90, 99.90
1337.92, 4084.41, 0.234, 99.90, 99.90
1338.89, 4084.65, 0.234, 99.90, 99.90
1339.86, 4084.88, 0.234, 99.90, 99.90
1340.84, 4085.11, 0.234, 99.90, 99.90
1341.81, 4085.34, 0.234, 99.90, 99.90
1342.78, 4085.57, 0.234, 99.90, 99.90
1343.75, 4085.80, 0.234, 99.90, 99.90
1344.72, 4086.03, 0.234, 99.90, 99.90
1345.70, 4086.26, 0.234, 99.90, 99.90
1346.67, 4086.50, 0.234, 99.90, 99.90
1347.64, 4086.73, 0.234, 99.90, 99.90
1348.61, 4086.96, 0.234, 99.90, 99.90
1349.58, 4087.19, 0.234, 99.90, 99.90
1350.56, 4087.42, 0.234, 99.90, 99.90
1351.53, 4087.65, 0.234, 99.90, 99.90
1352.26, 4087.28, -0.277, 99.90, 48.88
1353.22, 4087.00, -0.277, 99.90, 99.90
1354.18, 4086.73, -0.277, 99.90, 99.90
1355.15, 4086.46, -0.277, 99.90, 99.90
1356.11, 4086.18, -0.277, 99.90, 99.90
1357.07, 4085.91, -0.277, 99.90, 99.90
1358.03, 4085.64, -0.277, 99.90, 99.90
1358.99, 4085.37, -0.277, 99.90, 99.90
1359.95, 4085.09, -0.277, 99.90, 99.90
1360.91, 4084.82, -0.277, 99.90, 99.90
1361.87, 4084.55, -0.277, 99.90, 99.90
1362.83, 4084.27, -0.277, 99.90, 99.90
1363.80, 4084.00, -0.277, 99.90, 99.90
1364.76, 4083.73, -0.277, 99.90, 99.90
1365.72, 4083.46, -0.277, 99.90, 99.90
1366.68, 4083.18, -0.277, 99.90, 99.90
1367.64, 4082.91, -0.277, 99.90, 99.90
1368.60, 4082.64, -0.277, 99.90, 99.90
1369.56, 4082.36, -0.277, 99.90, 99.90
1370.52, 4082.09, -0.277, 99.90, 99.90
1371.48, 4081.82, -0.277, 99.90, 99.90
1372.44, 4081.54, -0.277, 99.90, 99.90
1373.41, 4081.27, -0.277, 99.90, 99.90
1374.37, 4081.00, -0.277, 99.90, 99.90
1375.33, 4080.73, -0.277, 99.90, 99.90
1376.29, 4080.45, -0.277, 99.90, 99.90
1377.25, 4080.18, -0.277, 99.90, 99.90
1378.21, 4079.91, -0.277, 99.90, 99.90
1379.17, 4079.63, -0.277, 99.90, 99.90
1380.13, 4079.36, -0.277, 99.90, 99.90
1381.09, 4079.09, -0.277, 99.90, 99.90
1382.05, 4078.82, -0.277, 99.90, 99.90
1383.02, 4078.54, -0.277, 99.90, 99.90
1383.98, 4078.27, -0.277, 99.90, 99.90
1384.94, 4078.00, -0.277, 99.90, 99.90
1385.90, 4077.72, -0.277, 99.90, 99.90
1386.86, 4077.45, -0.277, 99.90, 99.90
1387.82, 4077.18, -0.277, 99.90, 99.90
1388.78, 4076.91, -0.277, 99.90, 99.90
1389.74, 4076.63, -0.277, 99.90, 99.90
1390.70, 4076.36, -0.277, 99.90, 99.90
1391.66, 4076.09, -0.277, 99.90, 99.90
1392.63, 4075.81, -0.277, 99.90, 99.90
1393.59, 4075.54, -0.277, 99.90, 99.90
1394.55, 4075.27, -0.277, 99.90, 99.90
1395.51, 4074.99, -0.277, 99.90, 99.90
1396.47, 4074.72, -0.277, 99.90, 99.90
1397.21, 4075.06, 0.224, 49.85, 99.90
1398.18, 4075.28, 0.224, 99.90, 99.90
1398.84, 4075.94, 0.734, 48.88, 99.90
1399.49, 4075.96, 0.224, 99.90, 48.88
1400.46, 4076.18, 0.224, 99.90, 99.90
1401.44, 4076.40, 0.224, 99.90, 99.90
1402.41, 4076.62, 0.224, 99.90, 99.90
1403.39, 4076.84, 0.224, 99.90, 99.90
1404.36, 4077.07, 0.224, 99.90, 99.90
1405.34, 4077.29, 0.224, 99.90, 99.90
1406.31, 4077.51, 0.224, 99.90, 99.90
1407.28, 4077.73, 0.224, 99.90, 99.90
1408.26, 4077.95, 0.224, 99.90, 99.90
1409.23, 4078.17, 0.224, 99.90, 99.90
1410.21, 4078.40, 0.224, 99.90, 99.90
1411.18, 4078.62, 0.224, 99.90, 99.90
1412.15, 4078.84, 0.224, 99.90, 99.90
1413.13, 4079.06, 0.224, 99.90, 99.90
1414.10, 4079.28, 0.224, 99.90, 99.90
1415.08, 4079.50, 0.224, 99.90, 99.90
1416.05, 4079.73, 0.224, 99.90, 99.90
1417.02, 4079.95, 0.224, 99.90, 99.90
1418.00, 4080.17, 0.224, 99.90, 99.90
1418.97, 4080.39, 0.224, 99.90, 99.90
1419.95, 4080.61, 0.224, 99.90, 99.90
1420.92, 4080.83, 0.224, 99.90, 99.90
1421.90, 4081.06, 0.224, 99.90, 99.90
1422.87, 4081.28, 0.224, 99.90, 99.90
1423.84, 4081.50, 0.224, 99.90, 99.90
1424.82, 4081.72, 0.224, 99.90, 99.90
1425.79, 4081.94, 0.224, 99.90, 99.90
1426.77, 4082.16, 0.224, 99.90, 99.90
1427.74, 4082.39, 0.224, 99.90, 99.90
1428.71, 4082.61, 0.224, 99.90, 99.90
1429.69, 4082.83, 0.224, 99.90, 99.90
1430.66, 4083.05, 0.224, 99.90, 99.90
1431.64, 4083.27, 0.224, 99.90, 99.90
1432.61, 4083.50, 0.224, 99.90, 99.90
1433.58, 4083.72, 0.224, 99.90, 99.90
1434.56, 4083.94, 0.224, 99.90, 99.90
1435.53, 4084.16, 0.224, 99.90, 99.90
1436.51, 4084.38, 0.224, 99.90, 99.90
1437.48, 4084.60, 0.224, 99.90, 99.90
1438.46, 4084.83, 0.224, 99.90, 99.90
1439.43, 4085.05, 0.224, 99.90, 99.90
1440.40, 4085.27, 0.224, 99.90, 99.90
1441.38, 4085.49, 0.224, 99.90, 99.90
1442.35, 4085.71, 0.224, 99.90, 99.90
1443.33, 4085.93, 0.224, 99.90, 99.90
1444.30, 4086.16, 0.224, 99.90, 99.90
1445.27, 4086.38, 0.224, 99.90, 99.90
1446.25, 4086.60, 0.224, 99.90, 99.90
1447.22, 4086.82, 0.224, 99.90, 99.90
1448.20, 4087.04, 0.224, 99.90, 99.90
1449.17, 4087.26, 0.224, 99.90, 99.90
1450.14, 4087.49, 0.224, 99.90, 99.90
1451.12, 4087.71, 0.224, 99.90, 99.90
1452.09, 4087.93, 0.224, 99.90, 99.90
1453.07, 4088.15, 0.224, 99.90, 99.90
1454.04, 4088.37, 0.224, 99.90, 99.90
1455.02, 4088.59, 0.224, 99.90, 99.90
1455.76, 4088.22, -0.277, 99.90, 49.85
1456.72, 4087.95, -0.277, 99.90, 99.90
1457.68, 4087.67, -0.277, 99.90, 99.90
1458.64, 4087.40, -0.277, 99.90, 99.90
1459.60, 4087.13, -0.277, 99.90, 99.90
1460.56, 4086.85, -0.277, 99.90, 99.90
1461.52, 4086.58, -0.277, 99.90, 99.90
1462.48, 4086.31, -0.277, 99.90, 99.90
1463.44, 4086.04, -0.277, 99.90, 99.90
1464.41, 4085.76, -0.277, 99.90, 99.90
1465.37, 4085.49, -0.277, 99.90, 99.90
1466.33, 4085.22, -0.277, 99.90, 99.90
1467.29, 4084.94, -0.277, 99.90, 99.90
1468.25, 4084.67, -0.277, 99.90, 99.90
1469.21, 4084.40, -0.277, 99.90, 99.90
1470.17, 4084.13, -0.277, 99.90, 99.90
1471.13, 4083.85, -0.277, 99.90, 99.90
1472.09, 4083.58, -0.277, 99.90, 99.90
1473.05, 4083.31, -0.277, 99.90, 99.90
1474.02, 4083.03, -0.277, 99.90, 99.90
1474.98, 4082.76, -0.277, 99.90, 99.90
1475.94, 4082.49, -0.277, 99.90, 99.90
1476.90, 4082.21, -0.277, 99.90, 99.90
1477.86, 4081.94, -0.277, 99.90, 99.90
1478.82, 4081.67, -0.277, 99.90, 99.90
1479.78, 4081.40, -0.277, 99.90, 99.90
1480.74, 4081.12, -0.277, 99.90, 99.90
1481.70, 4080.85, -0.277, 99.90, 99.90
1482.66, 4080.58, -0.277, 99.90, 99.90
1483.63, 4080.30, -0.277, 99.90, 99.90
1484.59, 4080.03, -0.277, 99.90, 99.90
1485.55, 4079.76, -0.277, 99.90, 99.90
1486.51, 4079.49, -0.277, 99.90, 99.90
1487.47, 4079.21, -0.277, 99.90, 99.90
1488.43, 4078.94, -0.277, 99.90, 99.90
1489.39, 4078.67, -0.277, 99.90, 99.90
1490.35, 4078.39, -0.277, 99.90, 99.90
1491.31, 4078.12, -0.277, 99.90, 99.90
1492.27, 4077.85, -0.277, 99.90, 99.90
1493.24, 4077.58, -0.277, 99.90, 99.90
